,gene_id,gene_name,cnv_type,gene_strand,gene_description,contig,start,end,frq_Bana_col_2022,frq_Sour_col_2022,frq_Sour_gam_2022,frq_Nass_col_2022,frq_Nass_ara_2022,frq_Side_col_2022,frq_Side_gam_2022,frq_Degu_gam_2022,frq_Po-D_ara_2022,frq_Po-D_gam_2022,frq_Po-D_col_2022,frq_Gama_ara_2022,frq_Gama_col_2022,frq_Gama_gam_2022,frq_Ouro_col_2022,frq_Ouro_ara_2022,frq_Naga_gam_2022,frq_Naga_col_2022,frq_Naga_ara_2022,max_af,windows,label
26,AGAP002206,CYP325D2,amp,-,cytochrome P450 [Source:VB Community Annotation],2R,17586250,17589032,0.0410958904109589,0.0,0.3333333333333333,0.0,0.0,0.14285714285714285,0.45454545454545453,0.2,0.0,0.4444444444444444,0.05263157894736842,0.0,0.0,0.16666666666666666,0.05454545454545454,0.0,0.3076923076923077,0.010638297872340425,0.0,0.45454545454545453,11,AGAP002206 (CYP325D2) amp
27,AGAP002206,CYP325D2,del,-,cytochrome P450 [Source:VB Community Annotation],2R,17586250,17589032,0.2465753424657534,0.34615384615384615,0.0,0.42857142857142855,0.6363636363636364,0.5714285714285714,0.0,0.0,0.5,0.0,0.5789473684210527,0.625,0.6486486486486487,0.08333333333333333,0.7636363636363637,0.75,0.0,0.648936170212766,0.6666666666666666,0.7636363636363637,11,AGAP002206 (CYP325D2) del
28,AGAP002207,CYP325C1,amp,-,cytochrome P450 [Source:VB Community Annotation],2R,17589571,17591529,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.07692307692307693,0.0,0.0,0.5,8,AGAP002207 (CYP325C1) amp
29,AGAP002207,CYP325C1,del,-,cytochrome P450 [Source:VB Community Annotation],2R,17589571,17591529,0.0273972602739726,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.08108108108108109,0.08333333333333333,0.16363636363636364,0.0,0.07692307692307693,0.0851063829787234,0.0,0.16363636363636364,8,AGAP002207 (CYP325C1) del
30,AGAP002208,CYP325A3,amp,+,cytochrome P450 [Source:VB Community Annotation],2R,17594524,17596302,0.1643835616438356,0.038461538461538464,0.0,0.10714285714285714,0.2727272727272727,0.14285714285714285,0.045454545454545456,0.0,0.1,0.16666666666666666,0.10526315789473684,0.0,0.13513513513513514,0.041666666666666664,0.16363636363636364,0.0,0.15384615384615385,0.1595744680851064,0.3333333333333333,0.3333333333333333,7,AGAP002208 (CYP325A3) amp
31,AGAP002208,CYP325A3,del,+,cytochrome P450 [Source:VB Community Annotation],2R,17594524,17596302,0.0273972602739726,0.038461538461538464,0.0,0.10714285714285714,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.08108108108108109,0.0,0.2,0.0,0.07692307692307693,0.1702127659574468,0.1111111111111111,0.2,7,AGAP002208 (CYP325A3) del
32,AGAP002209,CYP325A2,amp,+,cytochrome P450 [Source:VB Community Annotation],2R,17598960,17600720,0.1095890410958904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05405405405405406,0.0,0.10909090909090909,0.0,0.0,0.1276595744680851,0.0,0.1276595744680851,7,AGAP002209 (CYP325A2) amp
33,AGAP002209,CYP325A2,del,+,cytochrome P450 [Source:VB Community Annotation],2R,17598960,17600720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,7,AGAP002209 (CYP325A2) del
34,AGAP002210,CYP325B1,amp,-,cytochrome P450 [Source:VB Community Annotation],2R,17601493,17603299,0.0958904109589041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05405405405405406,0.0,0.05454545454545454,0.0,0.0,0.11702127659574468,0.1111111111111111,0.11702127659574468,7,AGAP002210 (CYP325B1) amp
35,AGAP002210,CYP325B1,del,-,cytochrome P450 [Source:VB Community Annotation],2R,17601493,17603299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010638297872340425,0.0,0.010638297872340425,7,AGAP002210 (CYP325B1) del
36,AGAP002211,CYP325A1,amp,+,cytochrome P450 [Source:VB Community Annotation],2R,17604120,17605885,0.4931506849315068,0.34615384615384615,0.0,0.6071428571428571,0.09090909090909091,0.7142857142857143,0.0,0.0,0.2,0.0,0.631578947368421,0.0,0.6756756756756757,0.0,0.7272727272727273,0.125,0.0,0.851063829787234,0.2222222222222222,0.851063829787234,7,AGAP002211 (CYP325A1) amp
37,AGAP002416,CYP4K2,amp,+,cytochrome P450 [Source:VB Community Annotation],2R,21047645,21049457,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,7,AGAP002416 (CYP4K2) amp
38,AGAP002417,CYP4AR1,amp,-,cytochrome P450 [Source:VB Community Annotation],2R,21049463,21051719,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,9,AGAP002417 (CYP4AR1) amp
39,AGAP002418,CYP4D15,amp,+,cytochrome P450 [Source:VB Community Annotation],2R,21054655,21057484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.01818181818181818,10,AGAP002418 (CYP4D15) amp
40,AGAP012957,CYP4D17,amp,+,cytochrome P450 [Source:VB Community Annotation],2R,21058285,21060905,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.01818181818181818,10,AGAP012957 (CYP4D17) amp
41,AGAP002419,CYP4D22,amp,+,cytochrome P450 [Source:VB Community Annotation],2R,21065272,21067725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,9,AGAP002419 (CYP4D22) amp
42,AGAP002555,CYP325K1,amp,+,cytochrome P450 [Source:VB Community Annotation],2R,22785584,22787760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.125,0.05405405405405406,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.125,9,AGAP002555 (CYP325K1) amp
43,AGAP002862,CYP6AA1,amp,-,cytochrome P450 [Source:VB Community Annotation],2R,28480576,28482637,0.8493150684931506,0.9615384615384616,0.0,0.9285714285714286,0.09090909090909091,0.8571428571428571,0.0,0.0,0.3,0.05555555555555555,0.5789473684210527,0.375,0.5405405405405406,0.0,0.5272727272727272,0.5,0.07692307692307693,0.7127659574468085,0.4444444444444444,0.9615384615384616,8,AGAP002862 (CYP6AA1) amp
44,AGAP013128,CYP6AA2,amp,-,cytochrome P450 [Source:VB Community Annotation],2R,28483301,28484921,0.8356164383561644,0.9615384615384616,0.0,0.7857142857142857,0.0,0.7142857142857143,0.0,0.0,0.0,0.05555555555555555,0.5789473684210527,0.125,0.5135135135135135,0.0,0.5272727272727272,0.0,0.07692307692307693,0.6808510638297872,0.0,0.9615384615384616,6,AGAP013128 (CYP6AA2) amp
45,AGAP002864,CYP6P15P,amp,-,cytochrome P450 [Source:VB Community Annotation],2R,28487640,28489092,0.8493150684931506,0.6923076923076923,0.0,0.6428571428571429,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.2631578947368421,0.125,0.3783783783783784,0.0,0.2909090909090909,0.0,0.0,0.425531914893617,0.0,0.8493150684931506,6,AGAP002864 (CYP6P15P) amp
46,AGAP002865,CYP6P3,amp,-,cytochrome P450 [Source:VB Community Annotation],2R,28491415,28493141,0.2054794520547945,0.038461538461538464,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.125,0.08108108108108109,0.0,0.05454545454545454,0.125,0.0,0.010638297872340425,0.0,0.2054794520547945,7,AGAP002865 (CYP6P3) amp
47,AGAP002866,CYP6P5,amp,-,cytochrome P450 [Source:VB Community Annotation],2R,28494017,28495645,0.2054794520547945,0.038461538461538464,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.05263157894736842,0.125,0.08108108108108109,0.0,0.05454545454545454,0.125,0.07692307692307693,0.0,0.0,0.2054794520547945,6,AGAP002866 (CYP6P5) amp
48,AGAP002867,CYP6P4,amp,-,cytochrome P450 [Source:VB Community Annotation],2R,28497087,28498674,0.2191780821917808,0.07692307692307693,0.0,0.03571428571428571,0.0,0.0,0.0,0.2,0.0,0.1111111111111111,0.10526315789473684,0.125,0.13513513513513514,0.041666666666666664,0.10909090909090909,0.0,0.07692307692307693,0.02127659574468085,0.0,0.2191780821917808,6,AGAP002867 (CYP6P4) amp
49,AGAP002868,CYP6P1,amp,-,cytochrome P450 [Source:VB Community Annotation],2R,28499251,28500900,0.136986301369863,0.07692307692307693,0.0,0.03571428571428571,0.0,0.0,0.0,0.2,0.0,0.1111111111111111,0.05263157894736842,0.125,0.16216216216216217,0.041666666666666664,0.05454545454545454,0.0,0.0,0.0,0.0,0.2,6,AGAP002868 (CYP6P1) amp
50,AGAP002869,CYP6P2,amp,-,cytochrome P450 [Source:VB Community Annotation],2R,28501033,28502910,0.0958904109589041,0.038461538461538464,0.0,0.03571428571428571,0.0,0.0,0.0,0.2,0.0,0.1111111111111111,0.05263157894736842,0.125,0.10810810810810811,0.0,0.05454545454545454,0.0,0.0,0.0,0.0,0.2,7,AGAP002869 (CYP6P2) amp
51,AGAP002870,CYP6AD1,amp,-,cytochrome P450 [Source:VB Community Annotation],2R,28504248,28505816,0.0684931506849315,0.038461538461538464,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.125,0.0,0.0,0.05454545454545454,0.0,0.0,0.0,0.0,0.125,6,AGAP002870 (CYP6AD1) amp
52,AGAP002894,CYP6Z4,amp,+,cytochrome P450 [Source:VB Community Annotation],2R,28981542,28983105,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.1,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,6,AGAP002894 (CYP6Z4) amp
53,AGAP002894,CYP6Z4,del,+,cytochrome P450 [Source:VB Community Annotation],2R,28981542,28983105,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,6,AGAP002894 (CYP6Z4) del
55,AGAP003065,CYP11179,amp,-,cytochrome P450 [Source:VB Community Annotation],2R,31947584,31949301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.125,7,AGAP003065 (CYP11179) amp
56,AGAP003065,CYP11179,del,-,cytochrome P450 [Source:VB Community Annotation],2R,31947584,31949301,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.045454545454545456,7,AGAP003065 (CYP11179) del
58,AGAP003066,CYP304B1,amp,-,cytochrome P450 [Source:VB Community Annotation],2R,31949547,31951494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.125,7,AGAP003066 (CYP304B1) amp
60,AGAP003067,CYP304C1,amp,-,cytochrome P450 [Source:VB Community Annotation],2R,31952279,31954524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.02702702702702703,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.125,9,AGAP003067 (CYP304C1) amp
61,AGAP003343,CYP6AG1,del,+,cytochrome P450 [Source:VB Community Annotation],2R,36314370,36316256,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010638297872340425,0.0,0.045454545454545456,8,AGAP003343 (CYP6AG1) del
62,AGAP013511,CYP6AG2,amp,+,cytochrome P450 [Source:VB Community Annotation],2R,36318188,36325675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.01818181818181818,26,AGAP013511 (CYP6AG2) amp
63,AGAP013511,CYP6AG2,del,+,cytochrome P450 [Source:VB Community Annotation],2R,36318188,36325675,0.0410958904109589,0.07692307692307693,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,26,AGAP013511 (CYP6AG2) del
66,AGAP004665,CYP306A1,amp,+,cytochrome P450 [Source:VB Community Annotation],2R,60686982,60706109,0.136986301369863,0.038461538461538464,0.0,0.07142857142857142,0.45454545454545453,0.0,0.13636363636363635,0.0,0.3,0.05555555555555555,0.05263157894736842,0.0,0.05405405405405406,0.0,0.10909090909090909,0.375,0.15384615384615385,0.1595744680851064,0.3333333333333333,0.45454545454545453,65,AGAP004665 (CYP306A1) amp
67,AGAP004665,CYP306A1,del,+,cytochrome P450 [Source:VB Community Annotation],2R,60686982,60706109,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,65,AGAP004665 (CYP306A1) del
68,AGAP005656,CYP305A1,del,-,cytochrome P450 [Source:VB Community Annotation],2L,18340786,18345362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,17,AGAP005656 (CYP305A1) del
69,AGAP005657,CYP305A3,del,-,cytochrome P450 [Source:VB Community Annotation],2L,18346305,18347977,0.0547945205479452,0.038461538461538464,0.16666666666666666,0.14285714285714285,0.7272727272727273,0.0,0.0,0.2,0.6,0.1111111111111111,0.15789473684210525,0.375,0.1891891891891892,0.125,0.21818181818181817,0.75,0.15384615384615385,0.2127659574468085,0.8888888888888888,0.8888888888888888,6,AGAP005657 (CYP305A3) del
70,AGAP005658,CYP15B1,del,+,cytochrome P450 [Source:VB Community Annotation],2L,18348979,18350777,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,7,AGAP005658 (CYP15B1) del
71,AGAP005660,CYP305A4,del,+,cytochrome P450 [Source:VB Community Annotation],2L,18353521,18355707,0.0410958904109589,0.0,0.0,0.10714285714285714,0.2727272727272727,0.0,0.0,0.0,0.3,0.0,0.21052631578947367,0.375,0.13513513513513514,0.08333333333333333,0.07272727272727272,0.375,0.07692307692307693,0.18085106382978725,0.6666666666666666,0.6666666666666666,8,AGAP005660 (CYP305A4) del
72,AGAP005774,CYP49A1,amp,+,cytochrome P450 [Source:VB Community Annotation],2L,20455252,20464457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,31,AGAP005774 (CYP49A1) amp
73,AGAP005992,CYP302A1,amp,-,cytochrome P450 [Source:VB Community Annotation],2L,24570245,24572409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,9,AGAP005992 (CYP302A1) amp
74,AGAP006047,CYP4J9,amp,-,cytochrome P450 [Source:VB Community Annotation],2L,25632214,25633880,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010638297872340425,0.0,0.1,7,AGAP006047 (CYP4J9) amp
75,AGAP006048,CYP4J5,amp,-,cytochrome P450 [Source:VB Community Annotation],2L,25634131,25636189,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,7,AGAP006048 (CYP4J5) amp
76,AGAP007480,CYP6AH1,amp,+,cytochrome P450 [Source:VB Community Annotation],2L,46845944,46847857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.01818181818181818,7,AGAP007480 (CYP6AH1) amp
77,AGAP008018,CYP12F4,amp,+,cytochrome P450 [Source:VB Community Annotation],3R,4318846,4320925,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,8,AGAP008018 (CYP12F4) amp
78,AGAP008019,CYP12F3,amp,+,cytochrome P450 [Source:VB Community Annotation],3R,4321507,4323866,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.15384615384615385,0.010638297872340425,0.0,0.15384615384615385,8,AGAP008019 (CYP12F3) amp
79,AGAP008020,CYP12F2,amp,+,cytochrome P450 [Source:VB Community Annotation],3R,4324183,4326568,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.23076923076923078,0.0,0.0,0.23076923076923078,9,AGAP008020 (CYP12F2) amp
80,AGAP008020,CYP12F2,del,+,cytochrome P450 [Source:VB Community Annotation],3R,4324183,4326568,0.6986301369863014,0.8461538461538461,0.16666666666666666,0.75,0.7272727272727273,0.5714285714285714,0.045454545454545456,0.0,0.7,0.05555555555555555,0.7368421052631579,0.25,0.6756756756756757,0.08333333333333333,0.8181818181818182,0.25,0.0,0.9042553191489362,0.5555555555555556,0.9042553191489362,9,AGAP008020 (CYP12F2) del
81,AGAP008022,CYP12F1,amp,+,cytochrome P450 [Source:VB Community Annotation],3R,4326728,4328812,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.13636363636363635,0.2,0.0,0.16666666666666666,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.3076923076923077,0.0,0.0,0.3076923076923077,8,AGAP008022 (CYP12F1) amp
82,AGAP008022,CYP12F1,del,+,cytochrome P450 [Source:VB Community Annotation],3R,4326728,4328812,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,8,AGAP008022 (CYP12F1) del
